RequestURI,StartTime,EndTime,Interval,Duration
req2024-05-11T01:49:29.907166Z0.8295750659440302,62923625924400,62953625924400,20,16475941200
req2024-05-11T01:49:29.901646100Z0.8581981031590226,62923620942400,62953620942400,20,7568102200
req2024-05-11T01:49:29.909174500Z0.5052582781196387,62923628482700,62953628482700,20,16543330500
req2024-05-11T01:49:29.901646100Z0.42073614401782033,62923620358700,62953620358700,20,7577561600
req2024-05-11T01:49:29.899646900Z0.9672615528134477,62923619172400,62953619172400,20,15752852000
req2024-05-11T01:49:29.886044400Z0.4629742308407938,62923605183000,62953605183000,20,2745158000
req2024-05-11T01:49:29.901646100Z0.4694104569174151,62923621012300,62953621012300,20,16433422900
req2024-05-11T01:49:29.909174500Z0.603149825479757,62923628091500,62953628091500,20,16564324500
req2024-05-11T01:49:29.899646900Z0.6066091832941753,62923618967600,62953618967600,20,2240488100
req2024-05-11T01:49:29.900645200Z0.9949143386232387,62923620040600,62953620040600,20,15654431600
req2024-05-11T01:49:29.901646100Z0.10425269578353635,62923620511400,62953620511400,20,7486377400
req2024-05-11T01:49:29.901646100Z0.6187017775293377,62923620548500,62953620548500,20,16252004300
req2024-05-11T01:49:29.908177100Z0.8364782992373861,62923627707900,62953627707900,20,10575556900
req2024-05-11T01:49:29.901646100Z0.7477022980268289,62923620393600,62953620393600,20,16276008100
req2024-05-11T01:49:29.900645200Z0.8988205687396587,62923620078300,62953620078300,20,7509931600
req2024-05-11T01:49:29.909174500Z0.5421392064703366,62923627935200,62953627935200,20,16556779100
req2024-05-11T01:49:29.903646500Z0.7707018948889257,62923622492800,62953622492800,20,7652876100
req2024-05-11T01:49:29.900645200Z0.9407419729894476,62923620002600,62953620002600,20,1316054200
req2024-05-11T01:49:29.902646400Z0.7237018681910208,62923621551200,62953621551200,20,16389764700
req2024-05-11T01:49:29.907166Z0.59006834985686,62923626432600,62953626432600,20,16471950000
req2024-05-11T01:49:29.909174500Z0.9308219165760193,62923628607800,62953628607800,20,11167575500
req2024-05-11T01:49:29.899646900Z0.8596438049909404,62923618656900,62953618656900,20,16166819100
req2024-05-11T01:49:29.899646900Z0.5656258666886422,62923618410300,62953618410300,20,2129246200
req2024-05-11T01:49:29.904154800Z0.6351482479525693,62923622921100,62953622921100,20,16503424600
req2024-05-11T01:49:29.900645200Z0.052648908581489184,62923619740500,62953619740500,20,7519019700
req2024-05-11T01:49:29.908177100Z0.6410618275835925,62923627470000,62953627470000,20,16607821400
req2024-05-11T01:49:29.899646900Z0.7940241910991769,62923618450000,62953618450000,20,15908688000
req2024-05-11T01:49:29.901646100Z0.012537763499961607,62923621201500,62953621201500,20,7558993800
req2024-05-11T01:49:29.901646100Z0.16826397497963275,62923620908200,62953620908200,20,16434548600
req2024-05-11T01:49:29.908177100Z0.836870788129072,62923627682300,62953627682300,20,16558382000
req2024-05-11T01:49:29.899646900Z0.5027273278012571,62923618371400,62953618371400,20,7504567600
req2024-05-11T01:49:29.900645200Z0.9187369828981706,62923620196800,62953620196800,20,15664526500
req2024-05-11T01:49:29.908177100Z0.7964140166524619,62923627492700,62953627492700,20,11708530900
req2024-05-11T01:49:29.900645200Z0.42054508261366386,62923619323800,62953619323800,20,2197495800
req2024-05-11T01:49:29.908177100Z0.7888077238929794,62923627639100,62953627639100,20,10500561000
req2024-05-11T01:49:29.901646100Z0.22383561994304335,62923620465100,62953620465100,20,15778581500
req2024-05-11T01:49:29.889046600Z0.08910169599657003,62923607815200,62953607815200,20,15728455200
req2024-05-11T01:49:29.902646400Z0.12476550219807969,62923622103900,62953622103900,20,16334832000
req2024-05-11T01:49:29.898646Z0.4110625878459401,62923618222700,62953618222700,20,1875925600
req2024-05-11T01:49:29.909174500Z0.6996373303730761,62923627836000,62953627836000,20,11598199800
req2024-05-11T01:49:29.903646500Z0.4872679738876752,62923622587700,62953622587700,20,16454083900
req2024-05-11T01:49:29.901646100Z0.030211321813189418,62923620589200,62953620589200,20,1826672400
req2024-05-11T01:49:29.909174500Z0.5310795247339799,62923628314200,62953628314200,20,11082088100
req2024-05-11T01:49:29.904154800Z0.7611518950902876,62923622889000,62953622889000,20,7882634000
req2024-05-11T01:49:29.899646900Z0.20284917474288966,62923619093900,62953619093900,20,16104316500
req2024-05-11T01:49:29.903646500Z0.7942350535209748,62923622794200,62953622794200,20,16449707700
req2024-05-11T01:49:29.908177100Z0.7833134647751654,62923627446000,62953627446000,20,12098377700
req2024-05-11T01:49:29.901646100Z0.08574887959729571,62923620872000,62953620872000,20,2793221500
req2024-05-11T01:49:29.904154800Z0.1738415496598532,62923622857500,62953622857500,20,16451699200
req2024-05-11T01:49:29.909174500Z0.35842941420908847,62923628706900,62953628706900,20,12319181400
req2024-05-11T01:49:29.909174500Z0.46117157047383006,62923628335000,62953628335000,20,16532729400
req2024-05-11T01:49:29.903646500Z0.716578422505662,62923622649400,62953622649400,20,16452925100
req2024-05-11T01:49:29.909174500Z0.7338804615405743,62923628176800,62953628176800,20,11682589900
req2024-05-11T01:49:29.903646500Z0.9702718090594461,62923622730000,62953622730000,20,16445201400
req2024-05-11T01:49:29.901646100Z0.2842883731134198,62923620792900,62953620792900,20,2793081900
req2024-05-11T01:49:29.909174500Z0.5200174464224375,62923628639200,62953628639200,20,16546960000
req2024-05-11T01:49:29.902646400Z0.6493309669998407,62923621584100,62953621584100,20,7502284300
req2024-05-11T01:49:29.895567Z0.7461412539458177,62923614812600,62953614812600,20,869918700
req2024-05-11T01:49:29.902646400Z0.09265825620057822,62923622037400,62953622037400,20,16344889700
req2024-05-11T01:49:29.902646400Z0.11003981616101843,62923622203200,62953622203200,20,7520073800
req2024-05-11T01:49:29.899646900Z0.43496788338039805,62923618743500,62953618743500,20,15788300800
req2024-05-11T01:49:29.902646400Z0.903029119618236,62923622235700,62953622235700,20,16469007500
req2024-05-11T01:49:29.872212900Z0.10111187453074788,62923591975300,62953591975300,20,7608588700
req2024-05-11T01:49:29.902646400Z0.6678628172353203,62923621356000,62953621356000,20,7552285100
req2024-05-11T01:49:29.900645200Z0.7772261822008225,62923619616900,62953619616900,20,14652028300
req2024-05-11T01:49:29.909174500Z0.9432511581891265,62923628039300,62953628039300,20,16610383700
req2024-05-11T01:49:29.909174500Z0.4175327798286692,62923628112800,62953628112800,20,11696742000
req2024-05-11T01:49:29.899646900Z0.026503186987390515,62923618513800,62953618513800,20,1841498800
req2024-05-11T01:49:29.897646200Z0.4903205676898157,62923617127800,62953617127800,20,2172667700
req2024-05-11T01:49:29.894565400Z0.4820309132759306,62923613833300,62953613833300,20,16237964100
req2024-05-11T01:49:29.902646400Z0.15264688938520143,62923621312100,62953621312100,20,16411836600
req2024-05-11T01:49:29.907166Z0.24344320036455225,62923626637000,62953626637000,20,16529112600
req2024-05-11T01:49:29.901646100Z0.47365285921044964,62923621167500,62953621167500,20,16425841200
req2024-05-11T01:49:29.900645200Z0.3641070499453043,62923619449000,62953619449000,20,7590667900
req2024-05-11T01:49:29.907166Z0.36162218742208097,62923626661900,62953626661900,20,11133159900
req2024-05-11T01:49:29.900645200Z0.08870884601472517,62923619408700,62953619408700,20,1169870100
req2024-05-11T01:49:29.873831500Z0.8157915021490528,62923593269200,62953593269200,20,2826256200
req2024-05-11T01:49:29.900645200Z0.6631578726735706,62923619776900,62953619776900,20,15415767800
req2024-05-11T01:49:29.909174500Z0.4713052458333883,62923628360500,62953628360500,20,11141887500
req2024-05-11T01:49:29.901646100Z0.6115449928420379,62923621048900,62953621048900,20,7567300700
req2024-05-11T01:49:29.879746700Z0.34614515244183175,62923599094400,62953599094400,20,712465300
req2024-05-11T01:49:29.901646100Z0.7049515880210936,62923621234000,62953621234000,20,16428129100
req2024-05-11T01:49:29.900645200Z0.8379651491954545,62923619703000,62953619703000,20,15370598800
req2024-05-11T01:49:29.907166Z0.7652442232327964,62923626373700,62953626373700,20,16474670000
req2024-05-11T01:49:29.902646400Z0.01802056026056187,62923621482800,62953621482800,20,16390592600
req2024-05-11T01:49:29.899646900Z0.11477761278670906,62923618573100,62953618573100,20,15827064000
req2024-05-11T01:49:29.899646900Z0.679108554359541,62923618822600,62953618822600,20,15757768800
req2024-05-11T01:49:29.907166Z0.5965714986457795,62923626685500,62953626685500,20,16531692900
req2024-05-11T01:49:29.908177100Z0.01909004575421025,62923627812900,62953627812900,20,16555026200
req2024-05-11T01:49:29.907166Z0.1386665431972547,62923626489600,62953626489600,20,16617252600
req2024-05-11T01:49:29.909174500Z0.37697437844111625,62923628506600,62953628506600,20,11142032100
req2024-05-11T01:49:29.901646100Z0.748325353108696,62923620695600,62953620695600,20,2793306400
req2024-05-11T01:49:29.909174500Z0.8329385610188813,62923628012600,62953628012600,20,11482474300
req2024-05-11T01:49:29.900645200Z0.5391124949760463,62923619484900,62953619484900,20,7522326700
req2024-05-11T01:49:29.900645200Z0.1299446011509212,62923620147800,62953620147800,20,1371895800
req2024-05-11T01:49:29.902646400Z0.7434230367066715,62923622269400,62953622269400,20,7708162400
req2024-05-11T01:49:29.899646900Z0.05357575863858133,62923618859800,62953618859800,20,2369308500
req2024-05-11T01:49:29.899646900Z0.7629572192657548,62923618915100,62953618915100,20,15743601700
req2024-05-11T01:49:29.899646900Z0.589956311920474,62923618330900,62953618330900,20,2154974000
req2024-05-11T01:49:29.907166Z0.29887280265690375,62923626544200,62953626544200,20,12207539400
req2024-05-11T01:49:29.903646500Z0.6376318446155624,62923622762500,62953622762500,20,7577363400
req2024-05-11T01:49:29.890046200Z0.10593294488233018,62923608948200,62953608948200,20,714273100
req2024-05-11T01:49:29.899646900Z0.48608986997502623,62923618697900,62953618697900,20,2795064600
req2024-05-11T01:49:29.909174500Z0.6206221724511174,62923627953400,62953627953400,20,16442078600
req2024-05-11T01:49:29.902646400Z0.7531262643550053,62923621841400,62953621841400,20,3981505900
req2024-05-11T01:49:29.907166Z0.9038351250380158,62923626005900,62953626005900,20,16065139300
req2024-05-11T01:49:29.899646900Z0.2620965677297318,62923618734300,62953618734300,20,2876309300
req2024-05-11T01:49:29.902646400Z0.13308875731845193,62923622122000,62953622122000,20,3022994000
req2024-05-11T01:49:29.906165300Z0.4646429790332559,62923625259800,62953625259800,20,8156042400
req2024-05-11T01:49:29.909174500Z0.4888875080452202,62923628351300,62953628351300,20,14508124800
req2024-05-11T01:49:29.908177100Z0.7831506514989677,62923627590900,62953627590900,20,16496007900
req2024-05-11T01:49:29.901646100Z0.7407816288713116,62923621673500,62953621673500,20,6180829700
req2024-05-11T01:49:29.908177100Z0.46140904438552444,62923627009500,62953627009500,20,12188908200
req2024-05-11T01:49:29.909174500Z0.7694883711108976,62923628158400,62953628158400,20,14871462400
req2024-05-11T01:49:29.906165300Z0.541253056581428,62923625010800,62953625010800,20,8739938000
req2024-05-11T01:49:29.906165300Z0.36659447737457707,62923625602500,62953625602500,20,12124927300
req2024-05-11T01:49:29.872212900Z0.9851916366212726,62923591528200,62953591528200,20,813573700
req2024-05-11T01:49:29.898646Z0.16977010135245252,62923617723100,62953617723100,20,3026323800
req2024-05-11T01:49:29.902646400Z0.282100856042411,62923622190400,62953622190400,20,6008902500
req2024-05-11T01:49:29.908177100Z0.5511561755710889,62923627756100,62953627756100,20,16453009000
req2024-05-11T01:49:29.904154800Z0.9931896517719638,62923622904100,62953622904100,20,15673403100
req2024-05-11T01:49:29.905166100Z0.9309607061864053,62923624307500,62953624307500,20,15302760200
req2024-05-11T01:49:29.909174500Z0.4933760725459907,62923628063100,62953628063100,20,16438615300
req2024-05-11T01:49:29.905166100Z0.6190624283541101,62923624689900,62953624689900,20,16242948200
req2024-05-11T01:49:29.902646400Z0.02354254093928565,62923621907200,62953621907200,20,2876802300
req2024-05-11T01:49:29.904154800Z0.7797755925043723,62923622872300,62953622872300,20,7640670800
req2024-05-11T01:49:29.905166100Z0.22414763768458368,62923624744500,62953624744500,20,16214324400
req2024-05-11T01:49:29.907166Z0.38298975035903704,62923625865200,62953625865200,20,11647749900
req2024-05-11T01:49:29.908177100Z0.45446828635714154,62923627060100,62953627060100,20,14466051000
req2024-05-11T01:49:29.906165300Z0.10335609744149676,62923625083400,62953625083400,20,15231375600
req2024-05-11T01:49:29.903646500Z0.0479482386128498,62923622512300,62953622512300,20,7853874100
req2024-05-11T01:49:29.909174500Z0.8529660680490921,62923627985600,62953627985600,20,13311936800
req2024-05-11T01:49:29.907166Z0.2879096296973147,62923626212000,62953626212000,20,12543906900
req2024-05-11T01:49:29.907166Z0.2526180329706357,62923626689100,62953626689100,20,11172400200
req2024-05-11T01:49:29.906165300Z0.3476591922117771,62923625550100,62953625550100,20,8082445700
req2024-05-11T01:49:29.878744400Z0.8731976497238747,62923598206200,62953598206200,20,376643700
req2024-05-11T01:49:29.908177100Z0.21711300858936733,62923626935200,62953626935200,20,16353220500
req2024-05-11T01:49:29.907166Z0.7487742497542923,62923625898600,62953625898600,20,16333085800
req2024-05-11T01:49:29.907166Z0.9695526628808961,62923626264600,62953626264600,20,12543662400
req2024-05-11T01:49:29.905166100Z0.37338596067297214,62923624584700,62953624584700,20,11111834800
req2024-05-11T01:49:29.906165300Z0.5261916522326535,62923625453500,62953625453500,20,15969448700
req2024-05-11T01:49:29.903646500Z0.05750499439973311,62923622478900,62953622478900,20,2012030600
req2024-05-11T01:49:29.908177100Z0.11742932028481001,62923627731500,62953627731500,20,13462987300
req2024-05-11T01:49:29.904154800Z0.8979800938696063,62923623996700,62953623996700,20,7632533500
req2024-05-11T01:49:29.907166Z0.5108792732921027,62923626808700,62953626808700,20,12212430500
req2024-05-11T01:49:29.908177100Z0.3189293020049908,62923626861600,62953626861600,20,12243733500
req2024-05-11T01:49:29.909174500Z0.019641318421998788,62923628039800,62953628039800,20,13187512100
req2024-05-11T01:49:29.907166Z0.37720189856070274,62923626369600,62953626369600,20,12477422700
req2024-05-11T01:49:29.902646400Z0.724059049964046,62923622024100,62953622024100,20,994101500
req2024-05-11T01:49:29.906165300Z0.46089485075332237,62923625575100,62953625575100,20,16337967600
req2024-05-11T01:49:29.908177100Z0.128024877207216,62923626911900,62953626911900,20,12212851300
req2024-05-11T01:49:29.907166Z0.5197745314683492,62923626638600,62953626638600,20,12388570500
req2024-05-11T01:49:29.907166Z0.09337950521592908,62923626105700,62953626105700,20,13121730300
req2024-05-11T01:49:29.904154800Z0.05413905590515389,62923622972600,62953622972600,20,15664058000
req2024-05-11T01:49:29.906165300Z0.5374284440739838,62923625034400,62953625034400,20,16145281800
req2024-05-11T01:49:29.869212900Z0.8334189307565787,62923588250000,62953588250000,20,930153400
req2024-05-11T01:49:29.905166100Z0.006693509795874353,62923624850400,62953624850400,20,16164573400
req2024-05-11T01:49:29.906165300Z0.7261312011146426,62923624904100,62953624904100,20,16159769300
req2024-05-11T01:49:29.908177100Z0.8268883747462547,62923626835400,62953626835400,20,16275022700
req2024-05-11T01:49:29.874735700Z0.8205914118850804,62923593863400,62953593863400,20,810657900
req2024-05-11T01:49:29.909174500Z0.9635924744492356,62923628307100,62953628307100,20,14610903900
req2024-05-11T01:49:29.895567Z0.15571136498962734,62923614934100,62953614934100,20,2889606300
req2024-05-11T01:49:29.907166Z0.8106035846065189,62923626560900,62953626560900,20,12458047600
req2024-05-11T01:49:29.907166Z0.8596666938008852,62923625976500,62953625976500,20,12100277200
req2024-05-11T01:49:29.908177100Z0.5782584455958406,62923627261700,62953627261700,20,16497193400
req2024-05-11T01:49:29.905166100Z0.2661357886185012,62923624336500,62953624336500,20,6876116000
req2024-05-11T01:49:29.907166Z0.5423815632623605,62923626185400,62953626185400,20,16419064600
req2024-05-11T01:49:29.906165300Z0.7264940000288803,62923625235200,62953625235200,20,15996173600
req2024-05-11T01:49:29.904154800Z0.3499454838825884,62923622935300,62953622935300,20,2852371600
req2024-05-11T01:49:29.907166Z0.12765343184011269,62923626293700,62953626293700,20,16402211200
req2024-05-11T01:49:29.908177100Z0.34559141449864883,62923627645100,62953627645100,20,16486892500
req2024-05-11T01:49:29.906165300Z0.2636949704078554,62923625287700,62953625287700,20,15995240000
req2024-05-11T01:49:29.908177100Z0.2918451379061484,62923627103600,62953627103600,20,14393375700
req2024-05-11T01:49:29.902646400Z0.4465583322975468,62923621794100,62953621794100,20,2868513300
req2024-05-11T01:49:29.905166100Z0.7618850584865073,62923624632800,62953624632800,20,16230421900
req2024-05-11T01:49:29.894565400Z0.3396315387410327,62923613568200,62953613568200,20,2967302100
req2024-05-11T01:49:29.907166Z0.705629770951011,62923626237700,62953626237700,20,16266705400
req2024-05-11T01:49:29.905166100Z0.7413076747953089,62923624553600,62953624553600,20,14537994200
req2024-05-11T01:49:29.908177100Z0.347823210929846,62923626965200,62953626965200,20,11517503700
req2024-05-11T01:49:29.907166Z0.8589685681499557,62923625925000,62953625925000,20,11603776500
req2024-05-11T01:49:29.908177100Z0.554403517547204,62923627290800,62953627290800,20,13810431200
req2024-05-11T01:49:29.908177100Z0.3866526247376497,62923627238300,62953627238300,20,13714157600
req2024-05-11T01:49:29.909174500Z0.398124421847844,62923628286100,62953628286100,20,16484796500
req2024-05-11T01:49:29.908177100Z0.40543906344958114,62923627316900,62953627316900,20,16491819200
req2024-05-11T01:49:29.907166Z0.4282611801805678,62923625835000,62953625835000,20,16328469200
req2024-05-11T01:49:29.907166Z0.3026784390235131,62923626062100,62953626062100,20,16155975600
req2024-05-11T01:49:29.883742500Z0.464965003409865,62923603374100,62953603374100,20,5218848000
req2024-05-11T01:49:29.882741600Z0.02955303873214854,62923601942400,62953601942400,20,7432997000
req2024-05-11T01:49:29.902646400Z0.951734306639507,62923621763900,62953621763900,20,3354195500
req2024-05-11T01:49:29.902646400Z0.38426826915512746,62923622153900,62953622153900,20,2949825300
req2024-05-11T01:49:29.889046600Z0.6282931082897228,62923608588900,62953608588900,20,4695878200
req2024-05-11T01:49:29.892045500Z0.16567439754977542,62923611873000,62953611873000,20,4977901200
req2024-05-11T01:49:29.906165300Z0.3454608946459218,62923624982400,62953624982400,20,16153501200
req2024-05-11T01:49:29.902646400Z0.5226000288545845,62923621874600,62953621874600,20,3079703600
req2024-05-11T01:49:29.907166Z0.4027293773564422,62923626783500,62953626783500,20,16357576800
req2024-05-11T01:49:29.907166Z0.2772321399541783,62923626712900,62953626712900,20,16350393500
req2024-05-11T01:49:29.901646100Z0.022424523121568396,62923620457500,62953620457500,20,6270007200
req2024-05-11T01:49:29.903646500Z0.49639295330239996,62923622407900,62953622407900,20,2961911500
req2024-05-11T01:49:29.905166100Z0.01050489101704577,62923624166700,62953624166700,20,15640902200
req2024-05-11T01:49:29.907166Z0.7400200030551972,62923626589400,62953626589400,20,16374309000
req2024-05-11T01:49:29.902646400Z0.956223225445723,62923622293100,62953622293100,20,2945615400
req2024-05-11T01:49:29.903646500Z0.004529343694620325,62923622443800,62953622443800,20,895875500
req2024-05-11T01:49:29.905166100Z0.6444678177835496,62923624366800,62953624366800,20,15066717200
req2024-05-11T01:49:29.908177100Z0.19484116297887388,62923627150900,62953627150900,20,14218004300
req2024-05-11T01:49:29.906165300Z0.29522275935454767,62923625138900,62953625138900,20,16074793900
req2024-05-11T01:49:29.909174500Z0.8103893670670171,62923628110300,62953628110300,20,15082188400
req2024-05-11T01:49:29.908177100Z0.37725159868005564,62923627127500,62953627127500,20,16513497700
req2024-05-11T01:49:29.906165300Z0.9585806577730475,62923624878900,62953624878900,20,9314381200
req2024-05-11T01:49:29.908177100Z0.7465996923702697,62923627193600,62953627193600,20,14159212500
req2024-05-11T01:49:29.909174500Z0.7739770957883012,62923627826300,62953627826300,20,13360491500
req2024-05-11T01:49:29.900645200Z0.8403848227946288,62923620302800,62953620302800,20,3223483600
req2024-05-11T01:49:29.906165300Z0.9369374350344599,62923625633800,62953625633800,20,16335210400
req2024-05-11T01:49:29.903646500Z0.6786859233055691,62923622598500,62953622598500,20,7845672200
req2024-05-11T01:49:29.906165300Z0.8851403834863918,62923625187300,62953625187300,20,16051856200
req2024-05-11T01:49:29.908177100Z0.3226842622701236,62923627171800,62953627171800,20,16511701000
req2024-05-11T01:49:29.905166100Z0.873408128745009,62923624521000,62953624521000,20,5207172700
req2024-05-11T01:49:29.892045500Z0.7677679938938612,62923610983200,62953610983200,20,2968156700
req2024-05-11T01:49:29.908177100Z0.3563954453038368,62923627697900,62953627697900,20,16469842400
req2024-05-11T01:49:29.896635500Z0.8975484397594647,62923615865700,62953615865700,20,4392527800
req2024-05-11T01:49:29.897646200Z0.15760534461968223,62923617023800,62953617023800,20,4681548300
req2024-05-11T01:49:29.905166100Z0.5475307200441334,62923624660800,62953624660800,20,5493224900
req2024-05-11T01:49:29.908177100Z0.04013291153521392,62923627619700,62953627619700,20,13709765200
req2024-05-11T01:49:29.906165300Z0.29239082832906826,62923624951900,62953624951900,20,8884534500
req2024-05-11T01:49:29.905166100Z0.3336229021371453,62923624430100,62953624430100,20,14646876800
req2024-05-11T01:49:29.902646400Z0.6475246547138724,62923622089400,62953622089400,20,2846098500
req2024-05-11T01:49:29.901646100Z0.4922024073322715,62923620420900,62953620420900,20,740156000
req2024-05-11T01:49:29.902646400Z0.772145864452173,62923622056700,62953622056700,20,2854458000
req2024-05-11T01:49:29.891047100Z0.9372869183102577,62923610616800,62953610616800,20,5519134000
req2024-05-11T01:49:29.880743500Z0.833806265228355,62923599889400,62953599889400,20,913425100
req2024-05-11T01:49:29.908177100Z0.6206613370184568,62923627781500,62953627781500,20,13380836900
req2024-05-11T01:49:29.902646400Z0.9073867192230708,62923621984100,62953621984100,20,3067730700
req2024-05-11T01:49:29.907166Z0.1022076418999266,62923625950500,62953625950500,20,16294655500
req2024-05-11T01:49:29.908177100Z0.7612097080931225,62923627081800,62953627081800,20,16514362700
req2024-05-11T01:49:29.906165300Z0.18935790310344136,62923625058400,62953625058400,20,8517647600
req2024-05-11T01:49:29.905166100Z0.2955055691844152,62923624716900,62953624716900,20,11128195500
req2024-05-11T01:49:29.908177100Z0.37931645963282157,62923627803400,62953627803400,20,16445887200
req2024-05-11T01:49:29.909174500Z0.1998592939451962,62923627917900,62953627917900,20,13312767100
req2024-05-11T01:49:29.908177100Z0.7288202886674837,62923627565800,62953627565800,20,13808489100
req2024-05-11T01:49:29.903646500Z0.7448293060076694,62923622774200,62953622774200,20,15735618000
req2024-05-11T01:49:29.906165300Z0.6764607936728256,62923625522400,62953625522400,20,15920019500
req2024-05-11T01:49:29.875733500Z0.996682902430972,62923594974300,62953594974300,20,2985568300
req2024-05-11T01:49:29.908177100Z0.02200287123828981,62923627035500,62953627035500,20,16515176900
req2024-05-11T01:49:29.905166100Z0.5380751889468486,62923624399200,62953624399200,20,7237566000
req2024-05-11T01:49:29.909174500Z0.935627832531588,62923628372500,62953628372500,20,16515094500
req2024-05-11T01:49:29.906165300Z0.6599777603915237,62923625682700,62953625682700,20,12091238300
req2024-05-11T01:49:29.903646500Z0.17823807135698622,62923622807300,62953622807300,20,1996839600
req2024-05-11T01:49:29.903646500Z0.9197621937820202,62923622706400,62953622706400,20,15793646600
req2024-05-11T01:49:29.905166100Z0.4716179462320279,62923624491000,62953624491000,20,14552675500
req2024-05-11T01:49:29.881742500Z0.32260668524244074,62923601016600,62953601016600,20,787933200
req2024-05-11T01:49:29.907166Z0.036419172091855634,62923626526600,62953626526600,20,16383243600
req2024-05-11T01:49:29.907166Z0.44402574922033566,62923626132500,62953626132500,20,16421549200
req2024-05-11T01:49:29.904154800Z0.401905210777577,62923622840900,62953622840900,20,4067937800
req2024-05-11T01:49:29.909174500Z0.8847244298665061,62923628393600,62953628393600,20,14529334500
req2024-05-11T01:49:29.906165300Z0.7406431485760813,62923625791200,62953625791200,20,11610581500
req2024-05-11T01:49:29.902646400Z0.08231621395971067,62923622226300,62953622226300,20,2955666800
req2024-05-11T01:49:29.903646500Z0.5268399498670187,62923622327600,62953622327600,20,6166418400
req2024-05-11T01:49:29.901646100Z0.9083592244371809,62923620384600,62953620384600,20,3080092400
req2024-05-11T01:49:29.906165300Z0.8450399837733772,62923625333800,62953625333800,20,8058730500
req2024-05-11T01:49:29.909174500Z0.674082794138486,62923628328800,62953628328800,20,16516914400
req2024-05-11T01:49:29.893757300Z0.03821663920009777,62923612682000,62953612682000,20,5203631800
req2024-05-11T01:49:29.886044400Z0.9375040450509166,62923605398500,62953605398500,20,3531771700
req2024-05-11T01:49:29.902646400Z0.1827355145639592,62923622257400,62953622257400,20,2938726500
req2024-05-11T01:49:29.906165300Z0.11031884234650846,62923625706300,62953625706300,20,16334190900
req2024-05-11T01:49:29.902646400Z0.9021124730863901,62923621951600,62953621951600,20,3005814200
req2024-05-11T01:49:29.885045500Z0.9666788479692986,62923604187900,62953604187900,20,7482708700
req2024-05-11T01:49:29.909174500Z0.5909993162158295,62923628262800,62953628262800,20,14611254700
req2024-05-11T01:49:29.907166Z0.8386412179609939,62923626033700,62953626033700,20,11133747400
req2024-05-11T01:49:29.905166100Z0.4357695473964023,62923624772500,62953624772500,20,11156529400
req2024-05-11T01:49:29.906165300Z0.07165600198416477,62923625115100,62953625115100,20,8457897200
req2024-05-11T01:49:29.906165300Z0.7578826847461226,62923625765300,62953625765300,20,16295693100
req2024-05-11T01:49:29.906165300Z0.4355455774980693,62923625390300,62953625390300,20,15987811300
req2024-05-11T01:49:29.900645200Z0.9314029302641662,62923620265700,62953620265700,20,4479380000
req2024-05-11T01:49:29.908177100Z0.7245841080917826,62923627670400,62953627670400,20,13634991100
req2024-05-11T01:49:29.909174500Z0.9295567085375276,62923628207700,62953628207700,20,14715152200
req2024-05-11T01:49:29.903646500Z0.8068338235735608,62923622631200,62953622631200,20,2931537300
req2024-05-11T01:49:29.903646500Z0.9224245305678885,62923622371600,62953622371600,20,816100400
req2024-05-11T01:49:29.901646100Z0.23748139168204052,62923620500900,62953620500900,20,3420745000
req2024-05-11T01:49:29.908177100Z0.9318480144738236,62923626988000,62953626988000,20,16338906600
req2024-05-11T01:49:29.906165300Z0.23718906859576183,62923625163100,62953625163100,20,8364041700
req2024-05-11T01:49:29.906165300Z0.26427630235506694,62923625418300,62953625418300,20,8044272400
req2024-05-11T01:49:29.905166100Z0.252609618896533,62923624460700,62953624460700,20,5703162000
req2024-05-11T01:49:29.903646500Z0.10964738903920257,62923622743100,62953622743100,20,7839562400
req2024-05-11T01:49:29.905166100Z0.5948161689385678,62923624264500,62953624264500,20,7591604800
req2024-05-11T01:49:29.900645200Z0.21308923729335183,62923620084500,62953620084500,20,6535055400
req2024-05-11T01:49:29.908177100Z0.5956585944346753,62923626884100,62953626884100,20,16271609600
req2024-05-11T01:49:29.909174500Z0.12933119059603448,62923627867000,62953627867000,20,16423684400
req2024-05-11T01:49:29.909174500Z0.15698192018718116,62923628137000,62953628137000,20,16522471700
req2024-05-11T01:49:29.908177100Z0.12328635676816502,62923627215700,62953627215700,20,16509433700
req2024-05-11T01:49:29.872212900Z0.6110548550743434,62923591118600,62953591118600,20,652680100
req2024-05-11T01:49:29.901646100Z0.7733664002575861,62923620347100,62953620347100,20,2949419900
req2024-05-11T01:49:29.907166Z0.5310855264970912,62923626664800,62953626664800,20,16380050000
req2024-05-11T01:49:29.907166Z0.6588306257348909,62923626739600,62953626739600,20,12244481600
req2024-05-11T01:49:29.909174500Z0.008677864900767163,62923628180200,62953628180200,20,16520953000
req2024-05-11T01:49:29.888047600Z0.5655557425279972,62923607061500,62953607061500,20,7246694300
req2024-05-11T01:49:29.909174500Z0.6449136350404517,62923628229900,62953628229900,20,16518790800
req2024-05-11T01:49:29.906165300Z0.1309507564344231,62923625482200,62953625482200,20,7901333200
req2024-05-11T01:49:29.907166Z0.671222534943974,62923626158800,62953626158800,20,11132417300
req2024-05-11T01:49:29.906165300Z0.7065488810660308,62923625732100,62953625732100,20,11678181300
req2024-05-11T01:49:29.902646400Z0.7319035320625931,62923621730000,62953621730000,20,3144302600
