RequestURI,StartTime,EndTime,Interval,Duration
req2024-05-12T14:20:16.472775900Z0.6220617050911353,1706691885320,1727526456748,0,219030,50
req2024-05-12T14:20:16.474777800Z0.28393332949745187,1706691925080,1727524496508,0,538580,50
req2024-05-12T14:20:16.475773Z0.49128115001110284,1706691996340,1727523567768,0,1153250,50
req2024-05-12T14:20:16.477082900Z0.6143646910831084,1706691864530,1727521435958,0,54390,50
req2024-05-12T14:20:16.478792400Z0.4001661435271541,1706691891270,1727520462698,0,299670,50
req2024-05-12T14:20:16.477728800Z0.7225698322859713,1706691933200,1727521504628,0,619780,50
req2024-05-12T14:20:16.472775900Z0.8852600857074432,1706692001240,1727526572668,0,1181530,50
req2024-05-12T14:20:16.475773Z0.6255905030526818,1706692006350,1727523577778,0,1355340,50
req2024-05-12T14:20:16.473775500Z0.606639057446529,1706691944540,1727525515968,0,686490,50
req2024-05-12T14:20:16.471775900Z0.6671946364304021,1706691990040,1727527561468,0,1098580,50
req2024-05-12T14:20:16.475773Z0.5831580066022821,1706691963860,1727523535288,0,836850,50
req2024-05-12T14:20:16.472775900Z0.11404185961512259,1706691927110,1727526498538,0,548240,50
req2024-05-12T14:20:16.477728800Z0.41313802070225714,1706691863900,1727521435328,0,26320,50
req2024-05-12T14:20:16.475773Z0.5290215147359686,1706691980940,1727523552368,0,976570,50
req2024-05-12T14:20:16.474777800Z0.7336655328251326,1706691964070,1727524535498,0,837760,50
req2024-05-12T14:20:16.475773Z0.08698497857156773,1706691924450,1727523495878,0,517860,50
req2024-05-12T14:20:16.473775500Z0.45338451428006643,1706691939430,1727525510858,0,628740,50
req2024-05-12T14:20:16.455038200Z0.730685473729706,1706691868450,1727543439878,0,176470,50
req2024-05-12T14:20:16.478792400Z0.2885059466440354,1706691888400,1727520459828,0,250950,50
req2024-05-12T14:20:16.477728800Z0.9559910611692598,1706691982830,1727521554258,0,988750,50
req2024-05-12T14:20:16.477728800Z0.5899201032185893,1706691997670,1727521569098,0,1162420,50
req2024-05-12T14:20:16.477728800Z0.08087164827504123,1706691904640,1727521476068,0,362180,50
req2024-05-12T14:20:16.472775900Z0.27586006794566875,1706691909610,1727526481038,0,418810,50
req2024-05-12T14:20:16.478792400Z0.6419987918528685,1706691885040,1727520456468,0,207900,50
req2024-05-12T14:20:16.472775900Z0.6364655809295413,1706691990810,1727526562238,0,1104250,50
req2024-05-12T14:20:16.478792400Z0.31497018084757566,1706691895260,1727520466688,0,325640,50
req2024-05-12T14:20:16.471775900Z0.31559094883737104,1706691924730,1727527496158,0,524160,50
req2024-05-12T14:20:16.477082900Z0.9004406033950183,1706691867400,1727521438828,0,147420,50
req2024-05-12T14:20:16.475773Z0.21840174289431147,1706691975550,1727523546978,0,934080,50
req2024-05-12T14:20:16.475773Z0.7330178886005425,1706691887840,1727523459268,0,248640,50
req2024-05-12T14:20:16.471775900Z0.024275795001052813,1706691890150,1727527461578,0,275450,50
req2024-05-12T14:20:16.468764500Z0.505042091297563,1706691963370,1727530534798,0,834190,50
req2024-05-12T14:20:16.471775900Z0.2904541997049792,1706691910170,1727527481598,0,439390,50
req2024-05-12T14:20:16.474777800Z0.15678165033497704,1706691998930,1727524570358,0,1179430,50
