RequestURI,StartTime,EndTime,Interval,Duration
req2024-05-12T19:19:44.493509600Z0.44472111144474724,1706691874050,1706691917590,0,43540,0
req2024-05-12T19:19:44.497509200Z0.24112791669725586,1706691873420,1706691916190,0,42770,0
req2024-05-12T19:19:44.531092600Z0.5902191055669327,1706691867750,1706691902050,0,34300,0
req2024-05-12T19:19:44.499509300Z0.6175094364160371,1706691865650,1706691898060,0,32410,0
req2024-05-12T19:19:44.537098100Z0.3647247595026175,1706691874260,1706691920810,0,46550,0
req2024-05-12T19:19:44.495509500Z0.9866316707129532,1706691867890,1706691902400,0,34510,0
req2024-05-12T19:19:44.524577Z0.6082721104217231,1706691864740,1706691869430,0,4690,0
req2024-05-12T19:19:44.509534300Z0.13839357115543194,1706691872300,1706691908000,0,35700,0
req2024-05-12T19:19:44.528576200Z0.5063272466789058,1706691865230,1706691875730,0,10500,0
req2024-05-12T19:19:44.500016200Z0.4920869284504009,1706691872580,1706691909050,0,36470,0
req2024-05-12T19:19:44.507533400Z0.39717729267049895,1706691865510,1706691876920,0,11410,0
req2024-05-12T19:19:44.521569600Z0.505182197953939,1706691868030,1706691903870,0,35840,0
req2024-05-12T19:19:44.538100400Z0.30750082563421177,1706691865370,1706691875940,0,10570,0
req2024-05-12T19:19:44.502533600Z0.5445522282734442,1706691872580,1706691909120,0,36540,0
req2024-05-12T19:19:44.493509600Z0.3233989755229877,1706691873070,1706691912270,0,39200,0
req2024-05-12T19:19:44.493509600Z0.8434221514027739,1706691867330,1706691903310,0,35980,0
req2024-05-12T19:19:44.508532500Z0.12629135563242155,1706691872160,1706691905480,0,33320,0
req2024-05-12T19:19:44.528576200Z0.34052392191629755,1706691867190,1706691901840,0,34650,0
req2024-05-12T19:19:44.533098900Z0.057418044638426036,1706691872230,1706691907720,0,35490,0
req2024-05-12T19:19:44.502533600Z0.97236838561423,1706691867190,1706691901560,0,34370,0
req2024-05-12T19:19:44.502533600Z0.6948928956584054,1706691872650,1706691909260,0,36610,0
req2024-05-12T19:19:44.523577400Z0.9438218381165753,1706691872580,1706691908980,0,36400,0
req2024-05-12T19:19:44.500016200Z0.48104483604252635,1706691868030,1706691903310,0,35280,0
req2024-05-12T19:19:44.530084700Z0.01741473242207936,1706691866070,1706691899600,0,33530,0
req2024-05-12T19:19:44.521569600Z0.9205148523370813,1706691865300,1706691875800,0,10500,0
req2024-05-12T19:19:44.533098900Z0.5029032122983464,1706691873910,1706691917730,0,43820,0
req2024-05-12T19:19:44.492510400Z0.8233815276666359,1706691872020,1706691905200,0,33180,0
req2024-05-12T19:19:44.499509300Z0.11700610846356019,1706691872930,1706691911360,0,38430,0
req2024-05-12T19:19:44.528576200Z0.8938165973341442,1706691872510,1706691908910,0,36400,0
req2024-05-12T19:19:44.541613300Z0.31341902572781033,1706691865440,1706691876220,0,10780,0
req2024-05-12T19:19:44.512047800Z0.37759061478631284,1706691874190,1706691920530,0,46340,0
req2024-05-12T19:19:44.497509200Z0.769783602287558,1706691864740,1706691868870,0,4130,0
req2024-05-12T19:19:44.496510400Z0.39187794802199893,1706691873280,1706691916260,0,42980,0
req2024-05-12T19:19:44.522576100Z0.11364251767844913,1706691869430,1706691904010,0,34580,0
req2024-05-12T19:19:44.535098700Z0.7502471376347545,1706691873840,1706691918080,0,44240,0
req2024-05-12T19:19:44.498511200Z0.22728372404657038,1706691873280,1706691915070,0,41790,0
req2024-05-12T19:19:44.491503900Z0.715628895914112,1706691866350,1706691901140,0,34790,0
req2024-05-12T19:19:44.522576100Z0.26517720795604727,1706691864740,1706691870130,0,5390,0
req2024-05-12T19:19:44.505533300Z0.7968208093479378,1706691865440,1706691876570,0,11130,0
req2024-05-12T19:19:44.544620Z0.41648426236651415,1706691864880,1706691870060,0,5180,0
req2024-05-12T19:19:44.536099500Z0.7195678599875924,1706691874260,1706691921230,0,46970,0
req2024-05-12T19:19:44.489496200Z0.891540626432448,1706691867890,1706691902260,0,34370,0
req2024-05-12T19:19:44.534100100Z0.3672202429819278,1706691873490,1706691917590,0,44100,0
req2024-05-12T19:19:44.536099500Z0.6533979760017907,1706691872160,1706691905970,0,33810,0
req2024-05-12T19:19:44.530084700Z0.3848252701612974,1706691874260,1706691922140,0,47880,0
req2024-05-12T19:19:44.510040200Z0.282513759490878,1706691873770,1706691918150,0,44380,0
req2024-05-12T19:19:44.503533700Z2.2146732129701974E-4,1706691864880,1706691870550,0,5670,0
req2024-05-12T19:19:44.527578Z0.634761274182206,1706691873140,1706691912970,0,39830,0
req2024-05-12T19:19:44.525576900Z0.5034631654510102,1706691864740,1706691869080,0,4340,0
req2024-05-12T19:19:44.513053200Z0.3694537698823165,1706691874260,1706691921300,0,47040,0
req2024-05-12T19:19:44.532104700Z0.646909263776024,1706691874960,1706691922980,0,48020,0
req2024-05-12T19:19:44.540613700Z0.060444160705010574,1706691864810,1706691867890,0,3080,0
req2024-05-12T19:19:44.507533400Z0.10336057378152397,1706691873560,1706691916890,0,43330,0
req2024-05-12T19:19:44.505533300Z0.9842585524525355,1706691865160,1706691873280,0,8120,0
req2024-05-12T19:19:44.539606700Z0.8436760088779467,1706691865090,1706691872020,0,6930,0
req2024-05-12T19:19:44.494511100Z0.8381494406148163,1706691872160,1706691906670,0,34510,0
req2024-05-12T19:19:44.522576100Z0.31659083151204803,1706691864880,1706691869220,0,4340,0
req2024-05-12T19:19:44.492510400Z0.8782187470305117,1706691865790,1706691897780,0,31990,0
req2024-05-12T19:19:44.509534300Z0.2857302098391563,1706691874190,1706691923260,0,49070,0
req2024-05-12T19:19:44.504532500Z0.7003521180846469,1706691872790,1706691911010,0,38220,0
req2024-05-12T19:19:44.518056500Z0.7122105281396985,1706691874960,1706691919900,0,44940,0
req2024-05-12T19:19:44.510040200Z0.8759421607175931,1706691875100,1706691924170,0,49070,0
req2024-05-12T19:19:44.526575700Z0.785252649783814,1706691865300,1706691875800,0,10500,0
req2024-05-12T19:19:44.506532800Z0.2904538215958288,1706691872090,1706691906040,0,33950,0
req2024-05-12T19:19:44.522576100Z0.19093195774627425,1706691865860,1706691898410,0,32550,0
req2024-05-12T19:19:44.500016200Z0.868033155088298,1706691875170,1706691924030,0,48860,0
req2024-05-12T19:19:44.522576100Z0.40403558820344754,1706691865230,1706691873140,0,7910,0
req2024-05-12T19:19:44.504532500Z0.3993146876477942,1706691871950,1706691904710,0,32760,0
req2024-05-12T19:19:44.492510400Z0.47661103599525456,1706691865440,1706691876430,0,10990,0
req2024-05-12T19:19:44.544620Z0.7988797649145165,1706691865650,1706691883150,0,17500,0
req2024-05-12T19:19:44.520571200Z0.6935621876938773,1706691873210,1706691915000,0,41790,0
req2024-05-12T19:19:44.543620300Z0.26214091563970643,1706691865930,1706691897500,0,31570,0
req2024-05-12T19:19:44.543620300Z0.9739385724120609,1706691872580,1706691908840,0,36260,0
req2024-05-12T19:19:44.529577100Z0.36958945130941445,1706691873700,1706691918010,0,44310,0
req2024-05-12T19:19:44.511047200Z0.3147630588963404,1706691864810,1706691868450,0,3640,0
req2024-05-12T19:19:44.544620Z0.965853929412249,1706691873140,1706691913110,0,39970,0
req2024-05-12T19:19:44.531092600Z0.7478362606549023,1706691873770,1706691917800,0,44030,0
req2024-05-12T19:19:44.510040200Z0.025533728891611873,1706691866140,1706691900440,0,34300,0
req2024-05-12T19:19:44.510040200Z0.4123602082546993,1706691865020,1706691871740,0,6720,0
req2024-05-12T19:19:44.500016200Z0.09888977970180668,1706691875590,1706691925290,0,49700,0
req2024-05-12T19:19:44.535098700Z0.43126588788562825,1706691872300,1706691907650,0,35350,0
req2024-05-12T19:19:44.526575700Z0.5808843237045037,1706691873840,1706691918360,0,44520,0
req2024-05-12T19:19:44.532104700Z0.6403036247095805,1706691875450,1706691924030,0,48580,0
req2024-05-12T19:19:44.532104700Z0.6620020145832896,1706691875660,1706691925990,0,50330,0
req2024-05-12T19:19:44.506532800Z0.6117782998950105,1706691871320,1706691903940,0,32620,0
req2024-05-12T19:19:44.539606700Z0.37240321238995455,1706691865930,1706691897850,0,31920,0
req2024-05-12T19:19:44.504532500Z0.20509297150694927,1706691875030,1706691921370,0,46340,0
req2024-05-12T19:19:44.508532500Z0.6874134481445582,1706691872860,1706691912200,0,39340,0
req2024-05-12T19:19:44.524577Z0.47067634532159186,1706691870200,1706691903590,0,33390,0
req2024-05-12T19:19:44.521569600Z0.10225278179759989,1706691865790,1706691898410,0,32620,0
req2024-05-12T19:19:44.498511200Z0.6190876820277901,1706691875030,1706691923190,0,48160,0
req2024-05-12T19:19:44.541613300Z0.2680132552703879,1706691864880,1706691869710,0,4830,0
req2024-05-12T19:19:44.508532500Z0.35924705261686096,1706691871950,1706691904430,0,32480,0
req2024-05-12T19:19:44.503533700Z0.2821197190556535,1706691874190,1706691919550,0,45360,0
req2024-05-12T19:19:44.504532500Z0.16906970596239312,1706691865720,1706691899320,0,33600,0
req2024-05-12T19:19:44.542620300Z0.48566402328674185,1706691864880,1706691869920,0,5040,0
req2024-05-12T19:19:44.536099500Z0.771554862773681,1706691875520,1706691924940,0,49420,0
req2024-05-12T19:19:44.531092600Z0.19683270158222177,1706691875660,1706691926340,0,50680,0
req2024-05-12T19:19:44.528576200Z0.41530211272983086,1706691873000,1706691910870,0,37870,0
req2024-05-12T19:19:44.496510400Z0.6047664428676317,1706691865720,1706691898550,0,32830,0
req2024-05-12T19:19:44.527578Z0.8525824670057068,1706691864880,1706691870970,0,6090,0
req2024-05-12T19:19:44.524577Z0.5574898659379909,1706691874120,1706691920250,0,46130,0
req2024-05-12T19:19:44.491503900Z0.4727783644457402,1706691865300,1706691875800,0,10500,0
req2024-05-12T19:19:44.500016200Z0.2776881356249393,1706691865790,1706691898270,0,32480,0
req2024-05-12T19:19:44.530084700Z0.6991018812664856,1706691872580,1706691912480,0,39900,0
req2024-05-12T19:19:44.525576900Z0.8856016320468394,1706691866070,1706691900090,0,34020,0
req2024-05-12T19:19:44.523577400Z0.6013774960998451,1706691865510,1706691876640,0,11130,0
req2024-05-12T19:19:44.533098900Z0.05541929001576362,1706691875660,1706691926410,0,50750,0
req2024-05-12T19:19:44.547621300Z0.6806703628877586,1706691865020,1706691870480,0,5460,0
req2024-05-12T19:19:44.489496200Z0.6971890626769133,1706691872160,1706691907020,0,34860,0
req2024-05-12T19:19:44.496510400Z0.8511306339145136,1706691874050,1706691919060,0,45010,0
req2024-05-12T19:19:44.520571200Z0.3247647004602481,1706691864740,1706691868520,0,3780,0
req2024-05-12T19:19:44.536099500Z0.43365510687365016,1706691865930,1706691898620,0,32690,0
req2024-05-12T19:19:44.503533700Z0.04574465048243981,1706691874050,1706691918920,0,44870,0
req2024-05-12T19:19:44.547621300Z0.7129662340543506,1706691864670,1706691868240,0,3570,0
req2024-05-12T19:19:44.546619600Z0.5694498396162664,1706691866070,1706691899460,0,33390,0
req2024-05-12T19:19:44.537098100Z0.17770615078569496,1706691875520,1706691925080,0,49560,0
req2024-05-12T19:19:44.505533300Z0.2819917187238994,1706691871040,1706691905690,0,34650,0
req2024-05-12T19:19:44.540613700Z0.25467322087279753,1706691866000,1706691897500,0,31500,0
req2024-05-12T19:19:44.519562800Z0.8116985253465557,1706691872930,1706691912200,0,39270,0
req2024-05-12T19:19:44.503533700Z0.42652145747028913,1706691873280,1706691916120,0,42840,0
req2024-05-12T19:19:44.493509600Z0.3249117525647064,1706691865230,1706691873560,0,8330,0
req2024-05-12T19:19:44.492510400Z0.49580686706546184,1706691874960,1706691921230,0,46270,0
req2024-05-12T19:19:44.527578Z0.3632577957983577,1706691865930,1706691897640,0,31710,0
req2024-05-12T19:19:44.541613300Z0.5133497693596406,1706691865650,1706691898550,0,32900,0
req2024-05-12T19:19:44.508532500Z0.414751745773853,1706691874260,1706691920180,0,45920,0
req2024-05-12T19:19:44.545621Z0.3972200220376222,1706691872300,1706691907510,0,35210,0
req2024-05-12T19:19:44.534100100Z0.5076216169818,1706691873700,1706691916540,0,42840,0
req2024-05-12T19:19:44.540613700Z0.11442808516306169,1706691866000,1706691897780,0,31780,0
req2024-05-12T19:19:44.504532500Z0.6186241539050861,1706691866280,1706691900860,0,34580,0
req2024-05-12T19:19:44.531092600Z0.018463051923477525,1706691875380,1706691923750,0,48370,0
req2024-05-12T19:19:44.533098900Z0.8245211356160453,1706691873070,1706691913110,0,40040,0
req2024-05-12T19:19:44.493509600Z0.37335509453726146,1706691872440,1706691909960,0,37520,0
req2024-05-12T19:19:44.530084700Z0.29918045857089703,1706691875520,1706691926480,0,50960,0
req2024-05-12T19:19:44.538100400Z0.11461197706365689,1706691875660,1706691926130,0,50470,0
req2024-05-12T19:19:44.507533400Z0.2774401467002817,1706691864810,1706691868870,0,4060,0
req2024-05-12T19:19:44.530084700Z0.7003249823009607,1706691875170,1706691922910,0,47740,0
req2024-05-12T19:19:44.538100400Z0.28447305539110257,1706691865300,1706691873420,0,8120,0
req2024-05-12T19:19:44.495509500Z0.7406460297868718,1706691865650,1706691883080,0,17430,0
req2024-05-12T19:19:44.511047200Z0.8326721666327623,1706691875730,1706691926340,0,50610,0
req2024-05-12T19:19:44.510040200Z0.40147063540187766,1706691875520,1706691924940,0,49420,0
req2024-05-12T19:19:44.496510400Z0.12597254573615713,1706691864740,1706691870130,0,5390,0
req2024-05-12T19:19:44.506532800Z0.938532491708611,1706691875100,1706691923120,0,48020,0
req2024-05-12T19:19:44.492510400Z0.2510293968197047,1706691872440,1706691907650,0,35210,0
req2024-05-12T19:19:44.491503900Z0.38892225676330394,1706691870480,1706691903100,0,32620,0
req2024-05-12T19:19:44.523577400Z0.10470018326719999,1706691865300,1706691872230,0,6930,0
req2024-05-12T19:19:44.497509200Z0.35712512763492665,1706691865300,1706691874960,0,9660,0
req2024-05-12T19:19:44.546619600Z0.18316639735644402,1706691872090,1706691905060,0,32970,0
req2024-05-12T19:19:44.502533600Z0.5674633122845933,1706691864740,1706691868730,0,3990,0
req2024-05-12T19:19:44.491503900Z0.7420593854628803,1706691875100,1706691923680,0,48580,0
req2024-05-12T19:19:44.542620300Z0.10176288538081846,1706691866070,1706691900090,0,34020,0
req2024-05-12T19:19:44.493509600Z0.3441255735050688,1706691864600,1706691867260,0,2660,0
req2024-05-12T19:19:44.518056500Z0.643224025766574,1706691873910,1706691920390,0,46480,0
req2024-05-12T19:19:44.512047800Z0.568107476309728,1706691866210,1706691900370,0,34160,0
req2024-05-12T19:19:44.546619600Z0.4595250244734669,1706691864880,1706691870620,0,5740,0
req2024-05-12T19:19:44.520571200Z0.1057636809849749,1706691865230,1706691874260,0,9030,0
req2024-05-12T19:19:44.500016200Z0.4240391423013735,1706691872300,1706691908210,0,35910,0
req2024-05-12T19:19:44.522576100Z0.8620300369877043,1706691873140,1706691914160,0,41020,0
req2024-05-12T19:19:44.510040200Z0.2907648775650389,1706691865580,1706691877130,0,11550,0
req2024-05-12T19:19:44.489496200Z0.8643507513967088,1706691866420,1706691901490,0,35070,0
req2024-05-12T19:19:44.499509300Z0.5614864591836253,1706691865440,1706691876010,0,10570,0
req2024-05-12T19:19:44.537098100Z0.5175836083629981,1706691864740,1706691869570,0,4830,0
req2024-05-12T19:19:44.490505Z0.8487759145461864,1706691866490,1706691901350,0,34860,0
req2024-05-12T19:19:44.519562800Z0.989471832365027,1706691873420,1706691915980,0,42560,0
req2024-05-12T19:19:44.537098100Z0.49748014049487954,1706691875100,1706691924170,0,49070,0
req2024-05-12T19:19:44.501590200Z0.6953626740592321,1706691865230,1706691873840,0,8610,0
req2024-05-12T19:19:44.542620300Z0.8663145110391172,1706691871250,1706691904710,0,33460,0
req2024-05-12T19:19:44.520571200Z0.0957152694709339,1706691865160,1706691873840,0,8680,0
req2024-05-12T19:19:44.501590200Z0.63772024041363,1706691865650,1706691898410,0,32760,0
req2024-05-12T19:19:44.522576100Z0.5178053013816557,1706691865090,1706691872020,0,6930,0
req2024-05-12T19:19:44.529577100Z0.9116340765998407,1706691867400,1706691902540,0,35140,0
req2024-05-12T19:19:44.500016200Z0.9452501527384688,1706691865510,1706691897850,0,32340,0
req2024-05-12T19:19:44.535098700Z0.06978138368650466,1706691873420,1706691914720,0,41300,0
req2024-05-12T19:19:44.505533300Z0.14383028285992383,1706691865370,1706691875520,0,10150,0
req2024-05-12T19:19:44.492510400Z0.4823093937973848,1706691873770,1706691917450,0,43680,0
req2024-05-12T19:19:44.496510400Z0.9656281359597569,1706691866140,1706691900440,0,34300,0
req2024-05-12T19:19:44.501590200Z0.8933907638390042,1706691872580,1706691908070,0,35490,0
req2024-05-12T19:19:44.498511200Z0.9730261048320417,1706691864880,1706691869780,0,4900,0
req2024-05-12T19:19:44.512047800Z0.07403926520344517,1706691866420,1706691901210,0,34790,0
req2024-05-12T19:19:44.531092600Z0.1147023701487464,1706691871250,1706691905200,0,33950,0
req2024-05-12T19:19:44.500016200Z0.2651230096623717,1706691867050,1706691902190,0,35140,0
req2024-05-12T19:19:44.496510400Z0.2779760511205639,1706691872230,1706691907650,0,35420,0
req2024-05-12T19:19:44.533098900Z0.09979440272138873,1706691866280,1706691900230,0,33950,0
req2024-05-12T19:19:44.518056500Z0.20750262904842998,1706691865930,1706691897430,0,31500,0
req2024-05-12T19:19:44.535098700Z0.27197301815966024,1706691874050,1706691919760,0,45710,0
req2024-05-12T19:19:44.527578Z0.8485064969963623,1706691870830,1706691904920,0,34090,0
req2024-05-12T19:19:44.505533300Z0.6172020087991115,1706691865020,1706691870900,0,5880,0
req2024-05-12T19:19:44.508532500Z0.7836848412342498,1706691865650,1706691877340,0,11690,0
req2024-05-12T19:19:44.507533400Z0.40555783286735747,1706691873070,1706691912760,0,39690,0
req2024-05-12T19:19:44.536099500Z0.27086609939439266,1706691874050,1706691918500,0,44450,0
req2024-05-12T19:19:44.498511200Z0.600541291502878,1706691872930,1706691912200,0,39270,0
req2024-05-12T19:19:44.519562800Z0.9054360236208013,1706691864740,1706691869570,0,4830,0
req2024-05-12T19:19:44.497509200Z0.3064306103046791,1706691867680,1706691902050,0,34370,0
req2024-05-12T19:19:44.507533400Z0.5483135614604977,1706691872510,1706691909890,0,37380,0
req2024-05-12T19:19:44.545621Z0.26596230148114164,1706691865160,1706691871530,0,6370,0
req2024-05-12T19:19:44.503533700Z0.040062307794260454,1706691865580,1706691877060,0,11480,0
req2024-05-12T19:19:44.499509300Z0.18444579427699026,1706691866350,1706691900790,0,34440,0
req2024-05-12T19:19:44.502533600Z0.11410494410900052,1706691863200,1706691865790,0,2590,0
req2024-05-12T19:19:44.527578Z0.7115524325442035,1706691866420,1706691901070,0,34650,0
req2024-05-12T19:19:44.530084700Z0.35819543658784325,1706691866350,1706691901350,0,35000,0
req2024-05-12T19:19:44.540613700Z0.05117902416416964,1706691866280,1706691900790,0,34510,0
req2024-05-12T19:19:44.525576900Z0.7154627108795552,1706691872090,1706691906880,0,34790,0
req2024-05-12T19:19:44.518056500Z0.4104714032351431,1706691873770,1706691916610,0,42840,0
req2024-05-12T19:19:44.539606700Z0.530371712983538,1706691873980,1706691918640,0,44660,0
req2024-05-12T19:19:44.536099500Z0.613169288504875,1706691865650,1706691898690,0,33040,0
req2024-05-12T19:19:44.511047200Z0.980418645182392,1706691873000,1706691913390,0,40390,0
req2024-05-12T19:19:44.543620300Z0.11817521842222567,1706691872020,1706691905620,0,33600,0
req2024-05-12T19:19:44.535098700Z0.11895973445993491,1706691872580,1706691908490,0,35910,0
req2024-05-12T19:19:44.541613300Z0.31274936121962027,1706691869290,1706691904290,0,35000,0
req2024-05-12T19:19:44.534100100Z0.4861858080244488,1706691874960,1706691922840,0,47880,0
req2024-05-12T19:19:44.525576900Z0.11635155544848563,1706691865930,1706691897640,0,31710,0
req2024-05-12T19:19:44.502533600Z0.2413148246359944,1706691866350,1706691901700,0,35350,0
req2024-05-12T19:19:44.509534300Z0.21017523308316066,1706691867260,1706691902120,0,34860,0
req2024-05-12T19:19:44.506532800Z0.5764981306513056,1706691865580,1706691877060,0,11480,0
req2024-05-12T19:19:44.493509600Z0.3299298005286335,1706691873000,1706691914230,0,41230,0
req2024-05-12T19:19:44.508532500Z0.3875684761231226,1706691873420,1706691915840,0,42420,0
req2024-05-12T19:19:44.504532500Z0.6942233105194682,1706691864600,1706691868100,0,3500,0
req2024-05-12T19:19:44.526575700Z0.3642544688210274,1706691864600,1706691868590,0,3990,0
req2024-05-12T19:19:44.521569600Z0.11856666459074039,1706691864810,1706691870200,0,5390,0
req2024-05-12T19:19:44.509534300Z0.9909111153828278,1706691865370,1706691876290,0,10920,0
req2024-05-12T19:19:44.512047800Z0.575978364509769,1706691863270,1706691865860,0,2590,0
req2024-05-12T19:19:44.523577400Z0.39164033317493385,1706691864670,1706691867890,0,3220,0
req2024-05-12T19:19:44.521569600Z0.9952549792442905,1706691869150,1706691902330,0,33180,0
req2024-05-12T19:19:44.541613300Z0.8234293185919024,1706691870970,1706691904080,0,33110,0
req2024-05-12T19:19:44.545621Z0.0902320135855067,1706691872230,1706691906880,0,34650,0
req2024-05-12T19:19:44.495509500Z0.0070200642294917515,1706691865860,1706691898620,0,32760,0
req2024-05-12T19:19:44.512047800Z0.6766528559838721,1706691866700,1706691901140,0,34440,0
req2024-05-12T19:19:44.513053200Z0.908571126767626,1706691874960,1706691923680,0,48720,0
req2024-05-12T19:19:44.495509500Z0.741983136196369,1706691872370,1706691907230,0,34860,0
req2024-05-12T19:19:44.494511100Z0.6382980524435123,1706691865370,1706691875870,0,10500,0
req2024-05-12T19:19:44.504532500Z0.06593124617035029,1706691865370,1706691875030,0,9660,0
req2024-05-12T19:19:44.532104700Z0.0602121751516973,1706691865440,1706691876150,0,10710,0
req2024-05-12T19:19:44.501590200Z0.8117004410579342,1706691864670,1706691868240,0,3570,0
req2024-05-12T19:19:44.492510400Z0.465952329789051,1706691872230,1706691906880,0,34650,0
req2024-05-12T19:19:44.491503900Z0.5225103177648632,1706691869780,1706691903450,0,33670,0
req2024-05-12T19:19:44.542620300Z0.4146236318890302,1706691869290,1706691903660,0,34370,0
req2024-05-12T19:19:44.538100400Z0.73698665742133,1706691870130,1706691903730,0,33600,0
req2024-05-12T19:19:44.526575700Z0.7594246679795439,1706691873070,1706691913320,0,40250,0
req2024-05-12T19:19:44.539606700Z0.7740929524408586,1706691873210,1706691916260,0,43050,0
req2024-05-12T19:19:44.493509600Z0.369421942027676,1706691873070,1706691914440,0,41370,0
req2024-05-12T19:19:44.506532800Z0.3617467587510368,1706691873000,1706691914020,0,41020,0
req2024-05-12T19:19:44.491503900Z0.5270524476925414,1706691863270,1706691866840,0,3570,0
req2024-05-12T19:19:44.524577Z0.8450667287391794,1706691873840,1706691918430,0,44590,0
req2024-05-12T19:19:44.528576200Z0.936377003377274,1706691865440,1706691876080,0,10640,0
req2024-05-12T19:19:44.540613700Z0.8663505962636703,1706691872790,1706691910380,0,37590,0
req2024-05-12T19:19:44.507533400Z0.5922735349885166,1706691872580,1706691911150,0,38570,0
req2024-05-12T19:19:44.498511200Z0.16935656738519167,1706691865440,1706691876290,0,10850,0
req2024-05-12T19:19:44.508532500Z0.5733066573357025,1706691866700,1706691900860,0,34160,0
req2024-05-12T19:19:44.530084700Z0.8556832569132976,1706691871250,1706691904080,0,32830,0
req2024-05-12T19:19:44.543620300Z0.8477960362082265,1706691866280,1706691900930,0,34650,0
req2024-05-12T19:19:44.511047200Z0.1454334261673944,1706691875030,1706691923260,0,48230,0
